Bill ID,Customer ID,Bill Date,Bill Amount,Previous Bill Amt,Payment Receivied,Bill Meter,Previous Meter,Usage,BTU Factor,Therms,Price Per Therm,Consumption Charge,Service Charge,Pass Through Charges,Taxes
1461,122,2019-10-15,1.5,16.52,2019-10-19,193317,193316,1,1.032,1,0.582,1,0.07,0.37,0.06
1462,122,2019-11-15,385.93,1.5,2019-11-29,193745,193317,428,1.032,442,0.582,257,17.22,95.09,16.62
1463,122,2019-12-15,373.91,385.93,2020-01-01,194160,193745,415,1.032,428,0.582,249,16.68,92.13,16.1
1464,122,2020-01-15,319.85,373.91,2020-01-25,194515,194160,355,1.032,366,0.582,213,14.27,78.81,13.77
1465,123,2019-02-15,971.58,1068.74,2019-02-20,821897,820820,1077,1.032,1111,0.582,647,43.35,239.39,41.84
1466,123,2019-03-15,90.1,971.58,2019-03-16,821997,821897,100,1.032,103,0.582,60,4.02,22.2,3.88
1467,123,2019-04-15,55.56,90.1,2019-04-28,822059,821997,62,1.032,64,0.582,37,2.48,13.69,2.39
1468,123,2019-05-15,126.14,55.56,2019-06-02,822199,822059,140,1.032,144,0.582,84,5.63,31.08,5.43
1469,123,2019-06-15,97.61,126.14,2019-06-16,822308,822199,109,1.032,112,0.582,65,4.36,24.05,4.2
1470,123,2019-07-15,126.14,97.61,2019-07-23,822448,822308,140,1.032,144,0.582,84,5.63,31.08,5.43
1471,123,2019-08-15,67.58,126.14,2019-08-27,822523,822448,75,1.032,77,0.582,45,3.02,16.65,2.91
1472,123,2019-09-15,136.65,67.58,2019-09-26,822675,822523,152,1.032,157,0.582,91,6.1,33.67,5.88
1473,123,2019-10-15,54.06,136.65,2019-10-23,822735,822675,60,1.032,62,0.582,36,2.41,13.32,2.33
1474,123,2019-11-15,913.02,54.06,2019-11-16,823747,822735,1012,1.032,1044,0.582,608,40.74,224.96,39.32
1475,123,2019-12-15,902.5,913.02,2019-12-19,824748,823747,1001,1.032,1033,0.582,601,40.27,222.37,38.86
1476,123,2020-01-15,946.05,902.5,2020-01-31,825797,824748,1049,1.032,1083,0.582,630,42.21,233.1,40.74
1477,124,2019-02-15,949.05,1043.96,2019-03-05,896052,895000,1052,1.032,1086,0.582,632,42.34,233.84,40.87
1478,124,2019-03-15,30.03,949.05,2019-04-01,896086,896052,34,1.032,35,0.582,20,1.34,7.4,1.29
1479,124,2019-04-15,9.01,30.03,2019-04-28,896097,896086,11,1.032,11,0.582,6,0.4,2.22,0.39
1480,124,2019-05-15,69.07,9.01,2019-05-30,896174,896097,77,1.032,79,0.582,46,3.08,17.02,2.97
1481,124,2019-06-15,24.02,69.07,2019-06-18,896200,896174,26,1.032,27,0.582,16,1.07,5.92,1.03
1482,124,2019-07-15,3,24.02,2019-07-30,896204,896200,4,1.032,4,0.582,2,0.13,0.74,0.13
1483,124,2019-08-15,70.58,3,2019-08-29,896282,896204,78,1.032,80,0.582,47,3.15,17.39,3.04
1484,124,2019-09-15,109.62,70.58,2019-09-25,896403,896282,121,1.032,125,0.582,73,4.89,27.01,4.72
1485,124,2019-10-15,151.67,109.62,2019-11-04,896571,896403,168,1.032,173,0.582,101,6.77,37.37,6.53
1486,124,2019-11-15,864.96,151.67,2019-11-30,897530,896571,959,1.032,990,0.582,576,38.59,213.12,37.25
1487,124,2019-12-15,840.93,864.96,2019-12-29,898463,897530,933,1.032,963,0.582,560,37.52,207.2,36.21
1488,124,2020-01-15,929.53,840.93,2020-01-19,899494,898463,1031,1.032,1064,0.582,619,41.47,229.03,40.03
1489,125,2019-02-15,740.32,814.35,2019-02-24,135485,134664,821,1.032,847,0.582,493,33.03,182.41,31.88
1490,125,2019-03-15,31.54,740.32,2019-04-02,135520,135485,35,1.032,36,0.582,21,1.41,7.77,1.36
1491,125,2019-04-15,4.5,31.54,2019-04-20,135526,135520,6,1.032,6,0.582,3,0.2,1.11,0.19
1492,125,2019-05-15,171.19,4.5,2019-05-28,135716,135526,190,1.032,196,0.582,114,7.64,42.18,7.37
1493,125,2019-06-15,102.12,171.19,2019-06-15,135829,135716,113,1.032,117,0.582,68,4.56,25.16,4.4
1494,125,2019-07-15,147.17,102.12,2019-07-27,135992,135829,163,1.032,168,0.582,98,6.57,36.26,6.34
1495,125,2019-08-15,175.7,147.17,2019-08-29,136187,135992,195,1.032,201,0.582,117,7.84,43.29,7.57
1496,125,2019-09-15,168.18,175.7,2019-09-21,136373,136187,186,1.032,192,0.582,112,7.5,41.44,7.24
1497,125,2019-10-15,136.65,168.18,2019-10-27,136524,136373,151,1.032,156,0.582,91,6.1,33.67,5.88
1498,125,2019-11-15,809.39,136.65,2019-11-29,137421,136524,897,1.032,926,0.582,539,36.11,199.43,34.85
1499,125,2019-12-15,690.77,809.39,2020-01-01,138187,137421,766,1.032,791,0.582,460,30.82,170.2,29.75
1500,125,2020-01-15,732.82,690.77,2020-01-18,138999,138187,812,1.032,838,0.582,488,32.7,180.56,31.56
1501,126,2019-02-15,807.9,888.69,2019-02-20,654245,653350,895,1.032,924,0.582,538,36.05,199.06,34.79
1502,126,2019-03-15,60.07,807.9,2019-03-28,654311,654245,66,1.032,68,0.582,40,2.68,14.8,2.59
1503,126,2019-04-15,147.17,60.07,2019-05-01,654474,654311,163,1.032,168,0.582,98,6.57,36.26,6.34
1504,126,2019-05-15,172.69,147.17,2019-06-02,654665,654474,191,1.032,197,0.582,115,7.7,42.55,7.44
1505,126,2019-06-15,85.6,172.69,2019-07-01,654760,654665,95,1.032,98,0.582,57,3.82,21.09,3.69
1506,126,2019-07-15,57.07,85.6,2019-07-20,654823,654760,63,1.032,65,0.582,38,2.55,14.06,2.46
1507,126,2019-08-15,162.18,57.07,2019-09-02,655003,654823,180,1.032,186,0.582,108,7.24,39.96,6.98
1508,126,2019-09-15,99.11,162.18,2019-09-17,655113,655003,110,1.032,114,0.582,66,4.42,24.42,4.27
1509,126,2019-10-15,63.07,99.11,2019-10-15,655184,655113,71,1.032,73,0.582,42,2.81,15.54,2.72
1510,126,2019-11-15,666.74,63.07,2019-11-26,655923,655184,739,1.032,763,0.582,444,29.75,164.28,28.71
1511,126,2019-12-15,758.35,666.74,2019-12-21,656764,655923,841,1.032,868,0.582,505,33.84,186.85,32.66
1512,126,2020-01-15,737.32,758.35,2020-01-19,657581,656764,817,1.032,843,0.582,491,32.9,181.67,31.75
1513,127,2019-02-15,243.27,267.6,2019-02-27,32010,31740,270,1.032,279,0.582,162,10.85,59.94,10.48
1514,127,2019-03-15,28.53,243.27,2019-03-28,32042,32010,32,1.032,33,0.582,19,1.27,7.03,1.23
1515,127,2019-04-15,1.5,28.53,2019-04-28,32044,32042,2,1.032,2,0.582,1,0.07,0.37,0.06
1516,127,2019-05-15,145.66,1.5,2019-05-23,32206,32044,162,1.032,167,0.582,97,6.5,35.89,6.27
1517,127,2019-06-15,120.13,145.66,2019-06-20,32340,32206,134,1.032,138,0.582,80,5.36,29.6,5.17
1518,127,2019-07-15,19.52,120.13,2019-07-17,32361,32340,21,1.032,22,0.582,13,0.87,4.81,0.84
1519,127,2019-08-15,147.17,19.52,2019-08-28,32524,32361,163,1.032,168,0.582,98,6.57,36.26,6.34
1520,127,2019-09-15,142.65,147.17,2019-10-01,32682,32524,158,1.032,163,0.582,95,6.36,35.15,6.14
1521,127,2019-10-15,48.05,142.65,2019-10-24,32735,32682,53,1.032,55,0.582,32,2.14,11.84,2.07
1522,127,2019-11-15,157.68,48.05,2019-11-23,32910,32735,175,1.032,181,0.582,105,7.04,38.85,6.79
1523,127,2019-12-15,108.12,157.68,2019-12-17,33030,32910,120,1.032,124,0.582,72,4.82,26.64,4.66
1524,127,2020-01-15,252.28,108.12,2020-01-19,33310,33030,280,1.032,289,0.582,168,11.26,62.16,10.86
1525,128,2019-02-15,882.98,971.28,2019-03-04,1825,846,979,1.032,1010,0.582,588,39.4,217.56,38.02
1526,128,2019-03-15,172.69,882.98,2019-03-28,2016,1825,191,1.032,197,0.582,115,7.7,42.55,7.44
1527,128,2019-04-15,141.16,172.69,2019-04-20,2173,2016,157,1.032,162,0.582,94,6.3,34.78,6.08
1528,128,2019-05-15,127.65,141.16,2019-05-22,2314,2173,141,1.032,146,0.582,85,5.7,31.45,5.5
1529,128,2019-06-15,117.13,127.65,2019-06-22,2444,2314,130,1.032,134,0.582,78,5.23,28.86,5.04
1530,128,2019-07-15,103.61,117.13,2019-07-24,2559,2444,115,1.032,119,0.582,69,4.62,25.53,4.46
1531,128,2019-08-15,55.56,103.61,2019-08-25,2620,2559,61,1.032,63,0.582,37,2.48,13.69,2.39
1532,128,2019-09-15,18.02,55.56,2019-09-27,2639,2620,19,1.032,20,0.582,12,0.8,4.44,0.78
1533,128,2019-10-15,126.14,18.02,2019-10-22,2779,2639,140,1.032,144,0.582,84,5.63,31.08,5.43
1534,128,2019-11-15,938.55,126.14,2019-11-30,3820,2779,1041,1.032,1074,0.582,625,41.88,231.25,40.42
1535,128,2019-12-15,813.9,938.55,2019-12-18,4722,3820,902,1.032,931,0.582,542,36.31,200.54,35.05
1536,128,2020-01-15,812.4,813.9,2020-01-22,5623,4722,901,1.032,930,0.582,541,36.25,200.17,34.98
1537,129,2019-02-15,1040.65,1144.72,2019-02-16,774509,773356,1153,1.032,1190,0.582,693,46.43,256.41,44.81
1538,129,2019-03-15,69.07,1040.65,2019-03-25,774586,774509,77,1.032,79,0.582,46,3.08,17.02,2.97
1539,129,2019-04-15,45.05,69.07,2019-04-18,774636,774586,50,1.032,52,0.582,30,2.01,11.1,1.94
1540,129,2019-05-15,165.18,45.05,2019-05-30,774819,774636,183,1.032,189,0.582,110,7.37,40.7,7.11
1541,129,2019-06-15,40.55,165.18,2019-07-03,774865,774819,46,1.032,47,0.582,27,1.81,9.99,1.75
1542,129,2019-07-15,97.61,40.55,2019-07-23,774974,774865,109,1.032,112,0.582,65,4.36,24.05,4.2
1543,129,2019-08-15,73.58,97.61,2019-08-27,775055,774974,81,1.032,84,0.582,49,3.28,18.13,3.17
1544,129,2019-09-15,102.12,73.58,2019-10-05,775168,775055,113,1.032,117,0.582,68,4.56,25.16,4.4
1545,129,2019-10-15,87.1,102.12,2019-10-21,775265,775168,97,1.032,100,0.582,58,3.89,21.46,3.75
1546,129,2019-11-15,962.57,87.1,2019-11-30,776332,775265,1067,1.032,1101,0.582,641,42.95,237.17,41.45
1547,129,2019-12-15,881.48,962.57,2019-12-19,777310,776332,978,1.032,1009,0.582,587,39.33,217.19,37.96
1548,129,2020-01-15,926.53,881.48,2020-01-22,778337,777310,1027,1.032,1060,0.582,617,41.34,228.29,39.9
1549,130,2019-02-15,174.19,191.61,2019-02-18,57975,57782,193,1.032,199,0.582,116,7.77,42.92,7.5
1550,130,2019-03-15,138.15,174.19,2019-03-26,58128,57975,153,1.032,158,0.582,92,6.16,34.04,5.95
1551,130,2019-04-15,7.51,138.15,2019-04-22,58137,58128,9,1.032,9,0.582,5,0.34,1.85,0.32
1552,130,2019-05-15,13.51,7.51,2019-06-03,58152,58137,15,1.032,15,0.582,9,0.6,3.33,0.58
1553,130,2019-06-15,33.03,13.51,2019-06-17,58189,58152,37,1.032,38,0.582,22,1.47,8.14,1.42
1554,130,2019-07-15,36.04,33.03,2019-08-03,58229,58189,40,1.032,41,0.582,24,1.61,8.88,1.55
1555,130,2019-08-15,172.69,36.04,2019-08-31,58421,58229,192,1.032,198,0.582,115,7.7,42.55,7.44
1556,130,2019-09-15,28.53,172.69,2019-10-05,58452,58421,31,1.032,32,0.582,19,1.27,7.03,1.23
1557,130,2019-10-15,129.14,28.53,2019-10-31,58595,58452,143,1.032,148,0.582,86,5.76,31.82,5.56
1558,130,2019-11-15,205.73,129.14,2019-12-03,58824,58595,229,1.032,236,0.582,137,9.18,50.69,8.86
1559,130,2019-12-15,258.28,205.73,2019-12-22,59110,58824,286,1.032,295,0.582,172,11.52,63.64,11.12
1560,130,2020-01-15,274.8,258.28,2020-01-17,59414,59110,304,1.032,314,0.582,183,12.26,67.71,11.83
1561,131,2019-02-15,606.67,667.34,2019-02-27,226016,225344,672,1.032,694,0.582,404,27.07,149.48,26.12
1562,131,2019-03-15,81.09,606.67,2019-04-03,226106,226016,90,1.032,93,0.582,54,3.62,19.98,3.49
1563,131,2019-04-15,145.66,81.09,2019-05-05,226267,226106,161,1.032,166,0.582,97,6.5,35.89,6.27
1564,131,2019-05-15,73.58,145.66,2019-05-16,226349,226267,82,1.032,85,0.582,49,3.28,18.13,3.17
1565,131,2019-06-15,24.02,73.58,2019-06-26,226375,226349,26,1.032,27,0.582,16,1.07,5.92,1.03
1566,131,2019-07-15,129.14,24.02,2019-07-23,226517,226375,142,1.032,147,0.582,86,5.76,31.82,5.56
1567,131,2019-08-15,84.09,129.14,2019-09-02,226610,226517,93,1.032,96,0.582,56,3.75,20.72,3.62
1568,131,2019-09-15,70.58,84.09,2019-09-21,226688,226610,78,1.032,80,0.582,47,3.15,17.39,3.04
1569,131,2019-10-15,46.55,70.58,2019-10-31,226739,226688,51,1.032,53,0.582,31,2.08,11.47,2
1570,131,2019-11-15,536.1,46.55,2019-12-01,227333,226739,594,1.032,613,0.582,357,23.92,132.09,23.09
1571,131,2019-12-15,569.13,536.1,2019-12-15,227965,227333,632,1.032,652,0.582,379,25.39,140.23,24.51
1572,131,2020-01-15,534.59,569.13,2020-01-30,228558,227965,593,1.032,612,0.582,356,23.85,131.72,23.02
1573,132,2019-02-15,689.26,758.19,2019-02-19,518173,517408,765,1.032,789,0.582,459,30.75,169.83,29.68
1574,132,2019-03-15,178.69,689.26,2019-04-02,518372,518173,199,1.032,205,0.582,119,7.97,44.03,7.69
1575,132,2019-04-15,73.58,178.69,2019-04-15,518454,518372,82,1.032,85,0.582,49,3.28,18.13,3.17
1576,132,2019-05-15,177.2,73.58,2019-05-21,518650,518454,196,1.032,202,0.582,118,7.91,43.66,7.63
1577,132,2019-06-15,166.69,177.2,2019-07-01,518834,518650,184,1.032,190,0.582,111,7.44,41.07,7.18
1578,132,2019-07-15,54.06,166.69,2019-07-19,518893,518834,59,1.032,61,0.582,36,2.41,13.32,2.33
1579,132,2019-08-15,64.57,54.06,2019-08-18,518965,518893,72,1.032,74,0.582,43,2.88,15.91,2.78
1580,132,2019-09-15,141.16,64.57,2019-10-02,519121,518965,156,1.032,161,0.582,94,6.3,34.78,6.08
1581,132,2019-10-15,81.09,141.16,2019-10-31,519210,519121,89,1.032,92,0.582,54,3.62,19.98,3.49
1582,132,2019-11-15,810.9,81.09,2019-12-03,520108,519210,898,1.032,927,0.582,540,36.18,199.8,34.92
1583,132,2019-12-15,660.73,810.9,2019-12-23,520841,520108,733,1.032,756,0.582,440,29.48,162.8,28.45
1584,132,2020-01-15,782.37,660.73,2020-01-19,521708,520841,867,1.032,895,0.582,521,34.91,192.77,33.69
1585,133,2019-02-15,588.65,647.52,2019-03-06,30445,29792,653,1.032,674,0.582,392,26.26,145.04,25.35
1586,133,2019-03-15,163.68,588.65,2019-03-27,30626,30445,181,1.032,187,0.582,109,7.3,40.33,7.05
1587,133,2019-04-15,33.03,163.68,2019-04-27,30662,30626,36,1.032,37,0.582,22,1.47,8.14,1.42
1588,133,2019-05-15,81.09,33.03,2019-05-22,30751,30662,89,1.032,92,0.582,54,3.62,19.98,3.49
1589,133,2019-06-15,72.08,81.09,2019-07-01,30831,30751,80,1.032,83,0.582,48,3.22,17.76,3.1
1590,133,2019-07-15,91.6,72.08,2019-07-26,30933,30831,102,1.032,105,0.582,61,4.09,22.57,3.94
1591,133,2019-08-15,150.17,91.6,2019-09-01,31099,30933,166,1.032,171,0.582,100,6.7,37,6.47
1592,133,2019-09-15,57.07,150.17,2019-10-01,31163,31099,64,1.032,66,0.582,38,2.55,14.06,2.46
1593,133,2019-10-15,126.14,57.07,2019-11-01,31303,31163,140,1.032,144,0.582,84,5.63,31.08,5.43
1594,133,2019-11-15,500.05,126.14,2019-11-30,31857,31303,554,1.032,572,0.582,333,22.31,123.21,21.53
1595,133,2019-12-15,501.56,500.05,2020-01-04,32413,31857,556,1.032,574,0.582,334,22.38,123.58,21.6
1596,133,2020-01-15,642.72,501.56,2020-01-22,33125,32413,712,1.032,735,0.582,428,28.68,158.36,27.68
1597,134,2019-02-15,961.07,1057.18,2019-03-01,476705,475640,1065,1.032,1099,0.582,640,42.88,236.8,41.39
1598,134,2019-03-15,55.56,961.07,2019-03-30,476766,476705,61,1.032,63,0.582,37,2.48,13.69,2.39
1599,134,2019-04-15,76.59,55.56,2019-04-30,476851,476766,85,1.032,88,0.582,51,3.42,18.87,3.3
1600,134,2019-05-15,169.69,76.59,2019-06-01,477039,476851,188,1.032,194,0.582,113,7.57,41.81,7.31
1601,134,2019-06-15,43.55,169.69,2019-06-26,477087,477039,48,1.032,50,0.582,29,1.94,10.73,1.88
1602,134,2019-07-15,3,43.55,2019-07-18,477091,477087,4,1.032,4,0.582,2,0.13,0.74,0.13
1603,134,2019-08-15,115.63,3,2019-08-26,477219,477091,128,1.032,132,0.582,77,5.16,28.49,4.98
1604,134,2019-09-15,141.16,115.63,2019-10-01,477375,477219,156,1.032,161,0.582,94,6.3,34.78,6.08
1605,134,2019-10-15,162.18,141.16,2019-10-23,477554,477375,179,1.032,185,0.582,108,7.24,39.96,6.98
1606,134,2019-11-15,992.6,162.18,2019-11-30,478654,477554,1100,1.032,1135,0.582,661,44.29,244.57,42.74
1607,134,2019-12-15,904,992.6,2019-12-29,479657,478654,1003,1.032,1035,0.582,602,40.33,222.74,38.93
1608,134,2020-01-15,1016.63,904,2020-02-04,480785,479657,1128,1.032,1164,0.582,677,45.36,250.49,43.78
1609,135,2019-02-15,193.71,213.08,2019-02-25,83140,82926,214,1.032,221,0.582,129,8.64,47.73,8.34
1610,135,2019-03-15,133.65,193.71,2019-04-02,83288,83140,148,1.032,153,0.582,89,5.96,32.93,5.76
1611,135,2019-04-15,174.19,133.65,2019-04-17,83481,83288,193,1.032,199,0.582,116,7.77,42.92,7.5
1612,135,2019-05-15,174.19,174.19,2019-05-24,83674,83481,193,1.032,199,0.582,116,7.77,42.92,7.5
1613,135,2019-06-15,21.03,174.19,2019-07-04,83697,83674,23,1.032,24,0.582,14,0.94,5.18,0.91
1614,135,2019-07-15,37.55,21.03,2019-07-20,83739,83697,42,1.032,43,0.582,25,1.68,9.25,1.62
1615,135,2019-08-15,102.12,37.55,2019-08-29,83851,83739,112,1.032,116,0.582,68,4.56,25.16,4.4
1616,135,2019-09-15,109.62,102.12,2019-10-03,83972,83851,121,1.032,125,0.582,73,4.89,27.01,4.72
1617,135,2019-10-15,120.13,109.62,2019-10-31,84105,83972,133,1.032,137,0.582,80,5.36,29.6,5.17
1618,135,2019-11-15,189.21,120.13,2019-11-27,84315,84105,210,1.032,217,0.582,126,8.44,46.62,8.15
1619,135,2019-12-15,102.12,189.21,2020-01-02,84427,84315,112,1.032,116,0.582,68,4.56,25.16,4.4
1620,135,2020-01-15,225.25,102.12,2020-02-01,84676,84427,249,1.032,257,0.582,150,10.05,55.5,9.7
1621,136,2019-02-15,644.21,708.63,2019-02-20,180110,179396,714,1.032,737,0.582,429,28.74,158.73,27.74
1622,136,2019-03-15,163.68,644.21,2019-03-28,180292,180110,182,1.032,188,0.582,109,7.3,40.33,7.05
1623,136,2019-04-15,114.12,163.68,2019-04-25,180418,180292,126,1.032,130,0.582,76,5.09,28.12,4.91
1624,136,2019-05-15,91.6,114.12,2019-06-03,180519,180418,101,1.032,104,0.582,61,4.09,22.57,3.94
1625,136,2019-06-15,111.13,91.6,2019-06-18,180642,180519,123,1.032,127,0.582,74,4.96,27.38,4.79
1626,136,2019-07-15,48.05,111.13,2019-07-23,180695,180642,53,1.032,55,0.582,32,2.14,11.84,2.07
1627,136,2019-08-15,60.07,48.05,2019-09-03,180762,180695,67,1.032,69,0.582,40,2.68,14.8,2.59
1628,136,2019-09-15,118.63,60.07,2019-09-21,180893,180762,131,1.032,135,0.582,79,5.29,29.23,5.11
1629,136,2019-10-15,13.51,118.63,2019-10-31,180908,180893,15,1.032,15,0.582,9,0.6,3.33,0.58
1630,136,2019-11-15,609.67,13.51,2019-11-27,181583,180908,675,1.032,697,0.582,406,27.2,150.22,26.25
1631,136,2019-12-15,572.14,609.67,2020-01-02,182217,181583,634,1.032,654,0.582,381,25.53,140.97,24.64
1632,136,2020-01-15,635.2,572.14,2020-01-19,182921,182217,704,1.032,727,0.582,423,28.34,156.51,27.35
1633,137,2019-02-15,277.81,305.59,2019-02-18,231343,231035,308,1.032,318,0.582,185,12.4,68.45,11.96
1634,137,2019-03-15,31.54,277.81,2019-03-19,231378,231343,35,1.032,36,0.582,21,1.41,7.77,1.36
1635,137,2019-04-15,132.15,31.54,2019-05-02,231524,231378,146,1.032,151,0.582,88,5.9,32.56,5.69
1636,137,2019-05-15,127.65,132.15,2019-05-19,231665,231524,141,1.032,146,0.582,85,5.7,31.45,5.5
1637,137,2019-06-15,94.6,127.65,2019-07-01,231770,231665,105,1.032,108,0.582,63,4.22,23.31,4.07
1638,137,2019-07-15,129.14,94.6,2019-07-20,231913,231770,143,1.032,148,0.582,86,5.76,31.82,5.56
1639,137,2019-08-15,64.57,129.14,2019-09-01,231985,231913,72,1.032,74,0.582,43,2.88,15.91,2.78
1640,137,2019-09-15,33.03,64.57,2019-10-04,232022,231985,37,1.032,38,0.582,22,1.47,8.14,1.42
1641,137,2019-10-15,55.56,33.03,2019-11-02,232083,232022,61,1.032,63,0.582,37,2.48,13.69,2.39
1642,137,2019-11-15,418.96,55.56,2019-11-24,232547,232083,464,1.032,479,0.582,279,18.69,103.23,18.04
1643,137,2019-12-15,318.35,418.96,2019-12-22,232900,232547,353,1.032,364,0.582,212,14.2,78.44,13.71
1644,137,2020-01-15,379.92,318.35,2020-01-18,233321,232900,421,1.032,434,0.582,253,16.95,93.61,16.36
1645,138,2019-02-15,533.09,586.4,2019-03-05,151710,151119,591,1.032,610,0.582,355,23.78,131.35,22.96
1646,138,2019-03-15,175.7,533.09,2019-03-30,151905,151710,195,1.032,201,0.582,117,7.84,43.29,7.57
1647,138,2019-04-15,18.02,175.7,2019-04-23,151924,151905,19,1.032,20,0.582,12,0.8,4.44,0.78
1648,138,2019-05-15,153.17,18.02,2019-05-27,152095,151924,171,1.032,176,0.582,102,6.83,37.74,6.6
1649,138,2019-06-15,67.58,153.17,2019-06-29,152170,152095,75,1.032,77,0.582,45,3.02,16.65,2.91
1650,138,2019-07-15,91.6,67.58,2019-07-17,152271,152170,101,1.032,104,0.582,61,4.09,22.57,3.94
1651,138,2019-08-15,75.08,91.6,2019-08-24,152354,152271,83,1.032,86,0.582,50,3.35,18.5,3.23
1652,138,2019-09-15,123.13,75.08,2019-09-26,152491,152354,137,1.032,141,0.582,82,5.49,30.34,5.3
1653,138,2019-10-15,39.04,123.13,2019-10-27,152535,152491,44,1.032,45,0.582,26,1.74,9.62,1.68
1654,138,2019-11-15,617.19,39.04,2019-11-30,153220,152535,685,1.032,707,0.582,411,27.54,152.07,26.58
1655,138,2019-12-15,540.6,617.19,2019-12-16,153820,153220,600,1.032,619,0.582,360,24.12,133.2,23.28
1656,138,2020-01-15,701.28,540.6,2020-01-26,154598,153820,778,1.032,803,0.582,467,31.29,172.79,30.2
1657,139,2019-02-15,349.89,384.88,2019-02-28,215838,215450,388,1.032,400,0.582,233,15.61,86.21,15.07
1658,139,2019-03-15,118.63,349.89,2019-03-18,215969,215838,131,1.032,135,0.582,79,5.29,29.23,5.11
1659,139,2019-04-15,28.53,118.63,2019-04-27,216001,215969,32,1.032,33,0.582,19,1.27,7.03,1.23
1660,139,2019-05-15,84.09,28.53,2019-05-18,216094,216001,93,1.032,96,0.582,56,3.75,20.72,3.62
1661,139,2019-06-15,82.59,84.09,2019-06-16,216185,216094,91,1.032,94,0.582,55,3.68,20.35,3.56
1662,139,2019-07-15,10.51,82.59,2019-07-28,216197,216185,12,1.032,12,0.582,7,0.47,2.59,0.45
1663,139,2019-08-15,36.04,10.51,2019-08-20,216238,216197,41,1.032,42,0.582,24,1.61,8.88,1.55
1664,139,2019-09-15,88.6,36.04,2019-09-28,216336,216238,98,1.032,101,0.582,59,3.95,21.83,3.82
1665,139,2019-10-15,4.5,88.6,2019-11-01,216341,216336,5,1.032,5,0.582,3,0.2,1.11,0.19
1666,139,2019-11-15,312.35,4.5,2019-11-29,216687,216341,346,1.032,357,0.582,208,13.94,76.96,13.45
1667,139,2019-12-15,304.84,312.35,2020-01-02,217025,216687,338,1.032,349,0.582,203,13.6,75.11,13.13
1668,139,2020-01-15,306.34,304.84,2020-01-31,217365,217025,340,1.032,351,0.582,204,13.67,75.48,13.19
1669,140,2019-02-15,124.64,137.1,2019-02-19,56106,55968,138,1.032,142,0.582,83,5.56,30.71,5.37
1670,140,2019-03-15,43.55,124.64,2019-03-24,56153,56106,47,1.032,49,0.582,29,1.94,10.73,1.88
1671,140,2019-04-15,28.53,43.55,2019-04-29,56185,56153,32,1.032,33,0.582,19,1.27,7.03,1.23
1672,140,2019-05-15,130.65,28.53,2019-05-30,56329,56185,144,1.032,149,0.582,87,5.83,32.19,5.63
1673,140,2019-06-15,123.13,130.65,2019-06-27,56466,56329,137,1.032,141,0.582,82,5.49,30.34,5.3
1674,140,2019-07-15,174.19,123.13,2019-07-30,56659,56466,193,1.032,199,0.582,116,7.77,42.92,7.5
1675,140,2019-08-15,94.6,174.19,2019-09-03,56764,56659,105,1.032,108,0.582,63,4.22,23.31,4.07
1676,140,2019-09-15,66.08,94.6,2019-09-28,56837,56764,73,1.032,75,0.582,44,2.95,16.28,2.85
1677,140,2019-10-15,64.57,66.08,2019-11-02,56909,56837,72,1.032,74,0.582,43,2.88,15.91,2.78
1678,140,2019-11-15,132.15,64.57,2019-11-18,57055,56909,146,1.032,151,0.582,88,5.9,32.56,5.69
1679,140,2019-12-15,241.77,132.15,2019-12-22,57323,57055,268,1.032,277,0.582,161,10.79,59.57,10.41
1680,140,2020-01-15,244.77,241.77,2020-01-27,57594,57323,271,1.032,280,0.582,163,10.92,60.31,10.54
1681,141,2019-02-15,686.26,754.89,2019-03-04,99034,98273,761,1.032,785,0.582,457,30.62,169.09,29.55
1682,141,2019-03-15,24.02,686.26,2019-03-19,99061,99034,27,1.032,28,0.582,16,1.07,5.92,1.03
1683,141,2019-04-15,81.09,24.02,2019-04-26,99151,99061,90,1.032,93,0.582,54,3.62,19.98,3.49
1684,141,2019-05-15,111.13,81.09,2019-05-20,99275,99151,124,1.032,128,0.582,74,4.96,27.38,4.79
1685,141,2019-06-15,169.69,111.13,2019-06-27,99463,99275,188,1.032,194,0.582,113,7.57,41.81,7.31
1686,141,2019-07-15,34.54,169.69,2019-08-03,99501,99463,38,1.032,39,0.582,23,1.54,8.51,1.49
1687,141,2019-08-15,45.05,34.54,2019-08-17,99550,99501,49,1.032,51,0.582,30,2.01,11.1,1.94
1688,141,2019-09-15,75.08,45.05,2019-09-18,99633,99550,83,1.032,86,0.582,50,3.35,18.5,3.23
1689,141,2019-10-15,105.12,75.08,2019-10-16,99750,99633,117,1.032,121,0.582,70,4.69,25.9,4.53
1690,141,2019-11-15,710.29,105.12,2019-11-26,100538,99750,788,1.032,813,0.582,473,31.69,175.01,30.59
1691,141,2019-12-15,656.23,710.29,2019-12-16,101266,100538,728,1.032,751,0.582,437,29.28,161.69,28.26
1692,141,2020-01-15,755.34,656.23,2020-02-03,102103,101266,837,1.032,864,0.582,503,33.7,186.11,32.53
1693,142,2019-02-15,327.37,360.11,2019-02-16,118355,117992,363,1.032,375,0.582,218,14.61,80.66,14.1
1694,142,2019-03-15,166.69,327.37,2019-04-03,118540,118355,185,1.032,191,0.582,111,7.44,41.07,7.18
1695,142,2019-04-15,84.09,166.69,2019-04-21,118633,118540,93,1.032,96,0.582,56,3.75,20.72,3.62
